State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
LA,Louisiana,2015,April,12 month-ending,Number of Drug Overdose Deaths,796,100.0,0.1,
LA,Louisiana,2015,May,12 month-ending,Number of Drug Overdose Deaths,803,100.0,0.1,
LA,Louisiana,2015,June,12 month-ending,Number of Drug Overdose Deaths,802,100.0,0.1,
LA,Louisiana,2015,July,12 month-ending,Number of Drug Overdose Deaths,825,100.0,0.1,
LA,Louisiana,2015,August,12 month-ending,Number of Drug Overdose Deaths,823,100.0,0.1,
LA,Louisiana,2015,September,12 month-ending,Number of Drug Overdose Deaths,838,100.0,0.1,
LA,Louisiana,2015,October,12 month-ending,Number of Drug Overdose Deaths,834,100.0,0.1,
LA,Louisiana,2015,November,12 month-ending,Number of Drug Overdose Deaths,853,100.0,0.1,
LA,Louisiana,2015,December,12 month-ending,Number of Drug Overdose Deaths,875,100.0,0.1,
LA,Louisiana,2016,January,12 month-ending,Number of Drug Overdose Deaths,890,100.0,0.1,
LA,Louisiana,2016,February,12 month-ending,Number of Drug Overdose Deaths,901,100.0,0.1,
LA,Louisiana,2016,March,12 month-ending,Number of Drug Overdose Deaths,894,100.0,0.1,
LA,Louisiana,2016,April,12 month-ending,Number of Drug Overdose Deaths,893,100.0,0.1,
LA,Louisiana,2016,May,12 month-ending,Number of Drug Overdose Deaths,899,100.0,0.1,
LA,Louisiana,2016,June,12 month-ending,Number of Drug Overdose Deaths,941,100.0,0,
LA,Louisiana,2016,July,12 month-ending,Number of Drug Overdose Deaths,962,100.0,0,
LA,Louisiana,2016,August,12 month-ending,Number of Drug Overdose Deaths,979,100.0,0,
LA,Louisiana,2016,September,12 month-ending,Number of Drug Overdose Deaths,997,100.0,0,
LA,Louisiana,2016,October,12 month-ending,Number of Drug Overdose Deaths,1021,100.0,0,
LA,Louisiana,2016,November,12 month-ending,Number of Drug Overdose Deaths,1012,100.0,0,
LA,Louisiana,2016,December,12 month-ending,Number of Drug Overdose Deaths,1004,100.0,0,
LA,Louisiana,2017,January,12 month-ending,Number of Drug Overdose Deaths,1016,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,February,12 month-ending,Number of Drug Overdose Deaths,1009,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,March,12 month-ending,Number of Drug Overdose Deaths,1018,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,April,12 month-ending,Number of Drug Overdose Deaths,1034,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,May,12 month-ending,Number of Drug Overdose Deaths,1028,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,June,12 month-ending,Number of Drug Overdose Deaths,1012,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,July,12 month-ending,Number of Drug Overdose Deaths,1002,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,August,12 month-ending,Number of Drug Overdose Deaths,1015,99.5+,0,*Likely underreported due to incomplete data
MA,Massachusetts,2015,January,12 month-ending,Number of Deaths,57044,100.0,1.3,
MA,Massachusetts,2015,February,12 month-ending,Number of Deaths,57676,100.0,1.3,
MA,Massachusetts,2015,March,12 month-ending,Number of Deaths,58056,100.0,1.3,
MA,Massachusetts,2015,April,12 month-ending,Number of Deaths,58197,100.0,1.4,
MA,Massachusetts,2015,May,12 month-ending,Number of Deaths,58356,100.0,1.4,
MA,Massachusetts,2015,June,12 month-ending,Number of Deaths,58523,100.0,1.4,
MA,Massachusetts,2015,July,12 month-ending,Number of Deaths,58729,100.0,1.4,
MA,Massachusetts,2015,August,12 month-ending,Number of Deaths,58790,100.0,1.4,
MA,Massachusetts,2015,September,12 month-ending,Number of Deaths,58924,100.0,1.3,
MA,Massachusetts,2015,October,12 month-ending,Number of Deaths,59151,100.0,1.3,
MA,Massachusetts,2015,November,12 month-ending,Number of Deaths,59104,100.0,1.1,
MA,Massachusetts,2015,December,12 month-ending,Number of Deaths,58761,100.0,0.8,
MA,Massachusetts,2016,January,12 month-ending,Number of Deaths,57874,100.0,0.7,
MA,Massachusetts,2016,February,12 month-ending,Number of Deaths,57469,100.0,0.7,
MA,Massachusetts,2016,March,12 month-ending,Number of Deaths,57250,100.0,0.6,
MA,Massachusetts,2016,April,12 month-ending,Number of Deaths,57077,100.0,0.6,
MA,Massachusetts,2016,May,12 month-ending,Number of Deaths,56934,100.0,0.5,
MA,Massachusetts,2016,June,12 month-ending,Number of Deaths,56937,100.0,0.4,
MA,Massachusetts,2016,July,12 month-ending,Number of Deaths,56793,100.0,0.4,
MA,Massachusetts,2016,August,12 month-ending,Number of Deaths,56981,100.0,0.4,
MA,Massachusetts,2016,September,12 month-ending,Number of Deaths,57129,100.0,0.4,
MA,Massachusetts,2016,October,12 month-ending,Number of Deaths,57073,100.0,0.4,
MA,Massachusetts,2016,November,12 month-ending,Number of Deaths,57362,100.0,0.5,
MA,Massachusetts,2016,December,12 month-ending,Number of Deaths,57861,100.0,0.5,
MA,Massachusetts,2017,January,12 month-ending,Number of Deaths,58454,100.0,0.5,*Likely underreported due to incomplete data
MA,Massachusetts,2017,February,12 month-ending,Number of Deaths,58797,100.0,0.5,*Likely underreported due to incomplete data
MA,Massachusetts,2017,March,12 month-ending,Number of Deaths,58965,100.0,0.6,*Likely underreported due to incomplete data
MA,Massachusetts,2017,April,12 month-ending,Number of Deaths,59087,100.0,0.6,*Likely underreported due to incomplete data
MA,Massachusetts,2017,May,12 month-ending,Number of Deaths,59071,100.0,0.7,*Likely underreported due to incomplete data
MA,Massachusetts,2017,June,12 month-ending,Number of Deaths,59162,100.0,0.8,*Likely underreported due to incomplete data
MA,Massachusetts,2017,July,12 month-ending,Number of Deaths,59427,100.0,0.8,*Likely underreported due to incomplete data
MA,Massachusetts,2017,August,12 month-ending,Number of Deaths,59578,100.0,0.9,*Likely underreported due to incomplete data
MA,Massachusetts,2015,January,12 month-ending,Number of Drug Overdose Deaths,1296,100.0,1.3,
MA,Massachusetts,2015,February,12 month-ending,Number of Drug Overdose Deaths,1288,100.0,1.3,
MA,Massachusetts,2015,March,12 month-ending,Number of Drug Overdose Deaths,1331,100.0,1.3,
MA,Massachusetts,2015,April,12 month-ending,Number of Drug Overdose Deaths,1376,100.0,1.4,
MA,Massachusetts,2015,May,12 month-ending,Number of Drug Overdose Deaths,1395,100.0,1.4,
MA,Massachusetts,2015,June,12 month-ending,Number of Drug Overdose Deaths,1408,100.0,1.4,
MA,Massachusetts,2015,July,12 month-ending,Number of Drug Overdose Deaths,1453,100.0,1.4,
MA,Massachusetts,2015,August,12 month-ending,Number of Drug Overdose Deaths,1494,100.0,1.4,
MA,Massachusetts,2015,September,12 month-ending,Number of Drug Overdose Deaths,1549,100.0,1.3,
MA,Massachusetts,2015,October,12 month-ending,Number of Drug Overdose Deaths,1623,100.0,1.3,
MA,Massachusetts,2015,November,12 month-ending,Number of Drug Overdose Deaths,1702,100.0,1.1,
MA,Massachusetts,2015,December,12 month-ending,Number of Drug Overdose Deaths,1723,100.0,0.8,
MA,Massachusetts,2016,January,12 month-ending,Number of Drug Overdose Deaths,1738,100.0,0.7,
MA,Massachusetts,2016,February,12 month-ending,Number of Drug Overdose Deaths,1788,100.0,0.7,
MA,Massachusetts,2016,March,12 month-ending,Number of Drug Overdose Deaths,1812,100.0,0.6,
MA,Massachusetts,2016,April,12 month-ending,Number of Drug Overdose Deaths,1889,100.0,0.6,
MA,Massachusetts,2016,May,12 month-ending,Number of Drug Overdose Deaths,1932,100.0,0.5,
MA,Massachusetts,2016,June,12 month-ending,Number of Drug Overdose Deaths,2001,100.0,0.4,
MA,Massachusetts,2016,July,12 month-ending,Number of Drug Overdose Deaths,2073,100.0,0.4,
MA,Massachusetts,2016,August,12 month-ending,Number of Drug Overdose Deaths,2089,100.0,0.4,
MA,Massachusetts,2016,September,12 month-ending,Number of Drug Overdose Deaths,2131,100.0,0.4,
MA,Massachusetts,2016,October,12 month-ending,Number of Drug Overdose Deaths,2143,100.0,0.4,
MA,Massachusetts,2016,November,12 month-ending,Number of Drug Overdose Deaths,2157,100.0,0.5,
MA,Massachusetts,2016,December,12 month-ending,Number of Drug Overdose Deaths,2198,100.0,0.5,
MA,Massachusetts,2017,January,12 month-ending,Number of Drug Overdose Deaths,2223,100.0,0.5,*Likely underreported due to incomplete data
MA,Massachusetts,2017,February,12 month-ending,Number of Drug Overdose Deaths,2200,100.0,0.5,*Likely underreported due to incomplete data
MA,Massachusetts,2017,March,12 month-ending,Number of Drug Overdose Deaths,2192,100.0,0.6,*Likely underreported due to incomplete data
MA,Massachusetts,2017,April,12 month-ending,Number of Drug Overdose Deaths,2153,100.0,0.6,*Likely underreported due to incomplete data
MA,Massachusetts,2017,May,12 month-ending,Number of Drug Overdose Deaths,2115,100.0,0.7,*Likely underreported due to incomplete data
MA,Massachusetts,2017,June,12 month-ending,Number of Drug Overdose Deaths,2070,100.0,0.8,*Likely underreported due to incomplete data
MA,Massachusetts,2017,July,12 month-ending,Number of Drug Overdose Deaths,2040,100.0,0.8,*Likely underreported due to incomplete data
MA,Massachusetts,2017,August,12 month-ending,Number of Drug Overdose Deaths,2058,100.0,0.9,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Cocaine (T40.5),109,100.0,0,
MD,Maryland,2015,February,12 month-ending,Cocaine (T40.5),117,100.0,0,
MD,Maryland,2015,March,12 month-ending,Cocaine (T40.5),119,100.0,0,
MD,Maryland,2015,April,12 month-ending,Cocaine (T40.5),119,100.0,0,
MD,Maryland,2015,May,12 month-ending,Cocaine (T40.5),121,100.0,0,
MD,Maryland,2015,June,12 month-ending,Cocaine (T40.5),122,100.0,0,
MD,Maryland,2015,July,12 month-ending,Cocaine (T40.5),131,100.0,0,
MD,Maryland,2015,August,12 month-ending,Cocaine (T40.5),139,100.0,0,
MD,Maryland,2015,September,12 month-ending,Cocaine (T40.5),144,100.0,0,
MD,Maryland,2015,October,12 month-ending,Cocaine (T40.5),150,100.0,0,
MD,Maryland,2015,November,12 month-ending,Cocaine (T40.5),143,100.0,0,
MD,Maryland,2015,December,12 month-ending,Cocaine (T40.5),145,100.0,0,
MD,Maryland,2016,January,12 month-ending,Cocaine (T40.5),154,100.0,0,
MD,Maryland,2016,February,12 month-ending,Cocaine (T40.5),164,100.0,0,
MD,Maryland,2016,March,12 month-ending,Cocaine (T40.5),171,100.0,0,
MD,Maryland,2016,April,12 month-ending,Cocaine (T40.5),179,100.0,0,
MD,Maryland,2016,May,12 month-ending,Cocaine (T40.5),199,100.0,0,
MD,Maryland,2016,June,12 month-ending,Cocaine (T40.5),221,100.0,0,
MD,Maryland,2016,July,12 month-ending,Cocaine (T40.5),237,100.0,0,
MD,Maryland,2016,August,12 month-ending,Cocaine (T40.5),243,100.0,0,
MD,Maryland,2016,September,12 month-ending,Cocaine (T40.5),259,100.0,0,
MD,Maryland,2016,October,12 month-ending,Cocaine (T40.5),275,100.0,0,
MD,Maryland,2016,November,12 month-ending,Cocaine (T40.5),298,100.0,0,
MD,Maryland,2016,December,12 month-ending,Cocaine (T40.5),316,100.0,0,
MD,Maryland,2017,January,12 month-ending,Cocaine (T40.5),329,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Cocaine (T40.5),335,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Cocaine (T40.5),346,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Cocaine (T40.5),380,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Cocaine (T40.5),388,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Cocaine (T40.5),404,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Cocaine (T40.5),410,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Cocaine (T40.5),434,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Heroin (T40.1),327,100.0,0,
MD,Maryland,2015,February,12 month-ending,Heroin (T40.1),336,100.0,0,
MD,Maryland,2015,March,12 month-ending,Heroin (T40.1),335,100.0,0,
MD,Maryland,2015,April,12 month-ending,Heroin (T40.1),329,100.0,0,
MD,Maryland,2015,May,12 month-ending,Heroin (T40.1),337,100.0,0,
MD,Maryland,2015,June,12 month-ending,Heroin (T40.1),331,100.0,0,
MD,Maryland,2015,July,12 month-ending,Heroin (T40.1),342,100.0,0,
MD,Maryland,2015,August,12 month-ending,Heroin (T40.1),363,100.0,0,
MD,Maryland,2015,September,12 month-ending,Heroin (T40.1),381,100.0,0,
MD,Maryland,2015,October,12 month-ending,Heroin (T40.1),390,100.0,0,
MD,Maryland,2015,November,12 month-ending,Heroin (T40.1),396,100.0,0,
MD,Maryland,2015,December,12 month-ending,Heroin (T40.1),422,100.0,0,
MD,Maryland,2016,January,12 month-ending,Heroin (T40.1),418,100.0,0,
MD,Maryland,2016,February,12 month-ending,Heroin (T40.1),421,100.0,0,
MD,Maryland,2016,March,12 month-ending,Heroin (T40.1),433,100.0,0,
MD,Maryland,2016,April,12 month-ending,Heroin (T40.1),468,100.0,0,
MD,Maryland,2016,May,12 month-ending,Heroin (T40.1),506,100.0,0,
MD,Maryland,2016,June,12 month-ending,Heroin (T40.1),560,100.0,0,
MD,Maryland,2016,July,12 month-ending,Heroin (T40.1),596,100.0,0,
MD,Maryland,2016,August,12 month-ending,Heroin (T40.1),604,100.0,0,
MD,Maryland,2016,September,12 month-ending,Heroin (T40.1),609,100.0,0,
MD,Maryland,2016,October,12 month-ending,Heroin (T40.1),626,100.0,0,
MD,Maryland,2016,November,12 month-ending,Heroin (T40.1),633,100.0,0,
MD,Maryland,2016,December,12 month-ending,Heroin (T40.1),656,100.0,0,
MD,Maryland,2017,January,12 month-ending,Heroin (T40.1),679,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Heroin (T40.1),688,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Heroin (T40.1),692,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Heroin (T40.1),683,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Heroin (T40.1),646,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Heroin (T40.1),613,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Heroin (T40.1),582,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Heroin (T40.1),574,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Methadone (T40.3),150,100.0,0,
MD,Maryland,2015,February,12 month-ending,Methadone (T40.3),161,100.0,0,
MD,Maryland,2015,March,12 month-ending,Methadone (T40.3),163,100.0,0,
MD,Maryland,2015,April,12 month-ending,Methadone (T40.3),171,100.0,0,
MD,Maryland,2015,May,12 month-ending,Methadone (T40.3),173,100.0,0,
MD,Maryland,2015,June,12 month-ending,Methadone (T40.3),170,100.0,0,
MD,Maryland,2015,July,12 month-ending,Methadone (T40.3),176,100.0,0,
MD,Maryland,2015,August,12 month-ending,Methadone (T40.3),166,100.0,0,
MD,Maryland,2015,September,12 month-ending,Methadone (T40.3),175,100.0,0,
MD,Maryland,2015,October,12 month-ending,Methadone (T40.3),183,100.0,0,
MD,Maryland,2015,November,12 month-ending,Methadone (T40.3),184,100.0,0,
MD,Maryland,2015,December,12 month-ending,Methadone (T40.3),188,100.0,0,
MD,Maryland,2016,January,12 month-ending,Methadone (T40.3),179,100.0,0,
MD,Maryland,2016,February,12 month-ending,Methadone (T40.3),183,100.0,0,
MD,Maryland,2016,March,12 month-ending,Methadone (T40.3),183,100.0,0,
MD,Maryland,2016,April,12 month-ending,Methadone (T40.3),180,100.0,0,
MD,Maryland,2016,May,12 month-ending,Methadone (T40.3),177,100.0,0,
MD,Maryland,2016,June,12 month-ending,Methadone (T40.3),180,100.0,0,
MD,Maryland,2016,July,12 month-ending,Methadone (T40.3),180,100.0,0,
MD,Maryland,2016,August,12 month-ending,Methadone (T40.3),191,100.0,0,
MD,Maryland,2016,September,12 month-ending,Methadone (T40.3),190,100.0,0,
MD,Maryland,2016,October,12 month-ending,Methadone (T40.3),188,100.0,0,
MD,Maryland,2016,November,12 month-ending,Methadone (T40.3),189,100.0,0,
MD,Maryland,2016,December,12 month-ending,Methadone (T40.3),194,100.0,0,
MD,Maryland,2017,January,12 month-ending,Methadone (T40.3),200,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,February,12 month-ending,Methadone (T40.3),189,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,March,12 month-ending,Methadone (T40.3),202,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,April,12 month-ending,Methadone (T40.3),209,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,May,12 month-ending,Methadone (T40.3),215,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,June,12 month-ending,Methadone (T40.3),218,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,July,12 month-ending,Methadone (T40.3),216,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2017,August,12 month-ending,Methadone (T40.3),220,100.0,0,*Likely underreported due to incomplete data
MD,Maryland,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),400,100.0,0,
MD,Maryland,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),406,100.0,0,
MD,Maryland,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),403,100.0,0,
MD,Maryland,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),405,100.0,0,
MD,Maryland,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),403,100.0,0,
MD,Maryland,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100.0,0,
MD,Maryland,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),393,100.0,0,
MD,Maryland,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),394,100.0,0,
MD,Maryland,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),401,100.0,0,
MD,Maryland,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),418,100.0,0,
MD,Maryland,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),418,100.0,0,
